index,brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex
91,BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Chestnut 6C3 (deepest, rich espresso w/ cool undertones)",https://images.ulta.com/is/image/Ulta/2529031sw?$50px$,"Chestnut 6C3 (deepest, rich espresso w/ cool undertones)",Chestnut,6C3,RGB,#472D29
92,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 3 (light/neutral)  selected,https://images.ulta.com/is/image/Ulta/2562480sw?$tn$,Shade 3 (light/neutral),,Shade 3,RGB,#E8C3A0
93,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 1 (fair cool),https://images.ulta.com/is/image/Ulta/2562479sw?$50px$,Shade 1 (fair cool),,Shade 1,RGB,#F0D2B5
94,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 2 (light/warm),https://images.ulta.com/is/image/Ulta/2562478sw?$50px$,Shade 2 (light/warm),,Shade 2,RGB,#F1CB9E
95,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 4 (medium/neutral),https://images.ulta.com/is/image/Ulta/2562475sw?$50px$,Shade 4 (medium/neutral),,Shade 4,RGB,#EAB88B
96,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 5 (medium/neutral warm),https://images.ulta.com/is/image/Ulta/2562477sw?$50px$,Shade 5 (medium/neutral warm),,Shade 5,RGB,#DEAF7F
97,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 6 (medium/warm),https://images.ulta.com/is/image/Ulta/2562476sw?$50px$,Shade 6 (medium/warm),,Shade 6,RGB,#DDAF76
98,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 7 (medium/tan neutral),https://images.ulta.com/is/image/Ulta/2562483sw?$50px$,Shade 7 (medium/tan neutral),,Shade 7,RGB,#D9A76E
99,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 8 (tan/warm),https://images.ulta.com/is/image/Ulta/2562481sw?$50px$,Shade 8 (tan/warm),,Shade 8,RGB,#CA986D
100,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 9 (deep/neutral warm),https://images.ulta.com/is/image/Ulta/2562486sw?$50px$,Shade 9 (deep/neutral warm),,Shade 9,RGB,#B87B52
101,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 10 (deep/warm),https://images.ulta.com/is/image/Ulta/2562482sw?$50px$,Shade 10 (deep/warm),,Shade 10,RGB,#AC6C44
102,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 11 (deep/neutral),https://images.ulta.com/is/image/Ulta/2562491sw?$50px$,Shade 11 (deep/neutral),,Shade 11,RGB,#9D6743
103,Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productId=pimprod2015222,Shade 12 (dark/neutral),https://images.ulta.com/is/image/Ulta/2562485sw?$50px$,Shade 12 (dark/neutral),,Shade 12,RGB,#835138
104,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 1 - Fair Cool  selected,https://images.ulta.com/is/image/Ulta/2547818sw?$tn$,Shade 1 - Fair Cool,Fair Cool,Shade 1,RGB,#EACFB7
105,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 2 - Light Warm,https://images.ulta.com/is/image/Ulta/2547823sw?$50px$,Shade 2 - Light Warm,Light Warm,Shade 2,RGB,#F7D3B3
106,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 3 - Light Neutral Warm,https://images.ulta.com/is/image/Ulta/2547822sw?$50px$,Shade 3 - Light Neutral Warm,Light Neutral Warm,Shade 3,RGB,#E9C7A4
107,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 4 - Medium Neutral,https://images.ulta.com/is/image/Ulta/2547831sw?$50px$,Shade 4 - Medium Neutral,Medium Neutral,Shade 4,RGB,#D0B099
108,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 5- Medium Neutral Warm,https://images.ulta.com/is/image/Ulta/2547830sw?$50px$,Shade 5- Medium Neutral Warm,Shade   Medium Neutral Warm,5,RGB,#DCB590
109,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 6 - Medium Warm,https://images.ulta.com/is/image/Ulta/2547829sw?$50px$,Shade 6 - Medium Warm,Medium Warm,Shade 6,RGB,#D5A575
110,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 7 - Medium-Tan Neutral,https://images.ulta.com/is/image/Ulta/2547826sw?$50px$,Shade 7 - Medium-Tan Neutral,Medium-Tan Neutral,Shade 7,RGB,#C88C3F
111,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 8 - Tan Warm,https://images.ulta.com/is/image/Ulta/2547838sw?$50px$,Shade 8 - Tan Warm,Tan Warm,Shade 8,RGB,#AB6939
112,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 9 - Deep Neutral,https://images.ulta.com/is/image/Ulta/2547827sw?$50px$,Shade 9 - Deep Neutral,Deep Neutral,Shade 9,RGB,#8D5D35
113,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 10 - Deep Warm,https://images.ulta.com/is/image/Ulta/2547840sw?$50px$,Shade 10 - Deep Warm,Deep Warm,Shade 10,RGB,#914D26
114,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 11 - Dark Neutral,https://images.ulta.com/is/image/Ulta/2547836sw?$50px$,Shade 11 - Dark Neutral,Dark Neutral,Shade 11,RGB,#6E452B
115,Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade 12 - Dark Warm,https://images.ulta.com/is/image/Ulta/2547828sw?$50px$,Shade 12 - Dark Warm,Dark Warm,Shade 12,RGB,#83503F
116,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 1 - Fair Cool  selected,https://images.ulta.com/is/image/Ulta/2546882sw?$tn$,Shade 1 - Fair Cool,Fair Cool,Shade 1,RGB,#E3CFB7
117,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 2 - Light Neutral,https://images.ulta.com/is/image/Ulta/2546886sw?$50px$,Shade 2 - Light Neutral,Light Neutral,Shade 2,RGB,#EDD2B5
118,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 3 - Light Neutral Warm,https://images.ulta.com/is/image/Ulta/2546884sw?$50px$,Shade 3 - Light Neutral Warm,Light Neutral Warm,Shade 3,RGB,#DFC7A5
119,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 4 - Medium Neutral,https://images.ulta.com/is/image/Ulta/2546883sw?$50px$,Shade 4 - Medium Neutral,Medium Neutral,Shade 4,RGB,#C7AE98
120,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 5- Medium Neutral Warm,https://images.ulta.com/is/image/Ulta/2546885sw?$50px$,Shade 5- Medium Neutral Warm,Shade   Medium Neutral Warm,5,RGB,#DAB48A
121,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 6 - Medium Warm,https://images.ulta.com/is/image/Ulta/2546889sw?$50px$,Shade 6 - Medium Warm,Medium Warm,Shade 6,RGB,#D0A270
122,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 7 - Medium-Tan Neutral,https://images.ulta.com/is/image/Ulta/2546890sw?$50px$,Shade 7 - Medium-Tan Neutral,Medium-Tan Neutral,Shade 7,RGB,#C39E68
123,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 8 - Tan Warm,https://images.ulta.com/is/image/Ulta/2546887sw?$50px$,Shade 8 - Tan Warm,Tan Warm,Shade 8,RGB,#B48E69
124,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 9 - Deep Neutral,https://images.ulta.com/is/image/Ulta/2546888sw?$50px$,Shade 9 - Deep Neutral,Deep Neutral,Shade 9,RGB,#B78145
125,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 10 - Deep Warm,https://images.ulta.com/is/image/Ulta/2546948sw?$50px$,Shade 10 - Deep Warm,Deep Warm,Shade 10,RGB,#946542
126,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 11 - Dark Neutral,https://images.ulta.com/is/image/Ulta/2546950sw?$50px$,Shade 11 - Dark Neutral,Dark Neutral,Shade 11,RGB,#926738
127,Benefit Cosmetics,Hello Happy Velvet Powder Foundation,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade 12 - Dark Warm,https://images.ulta.com/is/image/Ulta/2546952sw?$50px$,Shade 12 - Dark Warm,Dark Warm,Shade 12,RGB,#7F5739
128,It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Fair (very fair skin w/ warm yellow undertone)  selected,https://images.ulta.com/is/image/Ulta/2264063sw?$tn$,Fair (very fair skin w/ warm yellow undertone),Fair,,RGB,#F9EFE3
129,It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Fair Light (fair skin w/ cool pink undertone),https://images.ulta.com/is/image/Ulta/2533844sw?$50px$,Fair Light (fair skin w/ cool pink undertone),Fair Light,,RGB,#FCEBDB
130,It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Light (light skin w/ warm yellow undertone),https://images.ulta.com/is/image/Ulta/2264064sw?$50px$,Light (light skin w/ warm yellow undertone),Light,,RGB,#FBE6D1
131,It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Light Medium (light to medium skin w/ cool pink undertone),https://images.ulta.com/is/image/Ulta/2533868sw?$50px$,Light Medium (light to medium skin w/ cool pink undertone),Light Medium,,RGB,#F6CEAB
132,It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Medium (medium skin w/ warm yellow undertone),https://images.ulta.com/is/image/Ulta/2264065sw?$50px$,Medium (medium skin w/ warm yellow undertone),Medium,,RGB,#EEC7A0
133,It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Neutral Medium (medium skin w/ clean neutral undertone),https://images.ulta.com/is/image/Ulta/2533859sw?$50px$,Neutral Medium (medium skin w/ clean neutral undertone),Neutral Medium,,RGB,#F1C09B
134,It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Medium Tan (medium to tan skin w/ warm yellow undertone),https://images.ulta.com/is/image/Ulta/2509231sw?$50px$,Medium Tan (medium to tan skin w/ warm yellow undertone),Medium Tan,,RGB,#E0AE86
135,It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Neutral Tan (tan skin w/ clean neutral undertone),https://images.ulta.com/is/image/Ulta/2533849sw?$50px$,Neutral Tan (tan skin w/ clean neutral undertone),Neutral Tan,,RGB,#E6A77C
136,It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Tan (tan skin w/ warm yellow undertone),https://images.ulta.com/is/image/Ulta/2264066sw?$50px$,Tan (tan skin w/ warm yellow undertone),Tan,,RGB,#E1965E
137,It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Rich (tan to deep skin w/ warm yellow undertone),https://images.ulta.com/is/image/Ulta/2509232sw?$50px$,Rich (tan to deep skin w/ warm yellow undertone),Rich,,RGB,#C6713E
138,It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Rich Honey (deep skin w/ warm yellow undertone),https://images.ulta.com/is/image/Ulta/2533843sw?$50px$,Rich Honey (deep skin w/ warm yellow undertone),Rich Honey,,RGB,#9E502B
139,It Cosmetics,CC+ Cream with SPF 50+,https://www.ulta.com/cc-cream-with-spf-50?productId=xlsImpprod5770257,Deep (deep skin w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2509233sw?$50px$,Deep (deep skin w/ neutral undertone),Deep,,RGB,#85412F
140,It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Medium Neutral 33 (medium complexion with subtle neutral pink undertone)  selected,https://images.ulta.com/is/image/Ulta/2568662sw?$tn$,Medium Neutral 33 (medium complexion with subtle neutral pink undertone),Medium Neutral,33,RGB,#D9A681
141,It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Fair Warm 10 (very fair complexion with subtle yellow undertones),https://images.ulta.com/is/image/Ulta/2568652sw?$50px$,Fair Warm 10 (very fair complexion with subtle yellow undertones),Fair Warm,10,RGB,#FAE6D2
142,It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Fair Neutral 10.5 (very fair complexion with neutral undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2570827sw?$50px$,Fair Neutral 10.5 (very fair complexion with neutral undertones),Fair Neutral,10.5,RGB,#E8CCB5
143,It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Fair Neutral 11 (fair complexion with neutral undertones),https://images.ulta.com/is/image/Ulta/2568658sw?$50px$,Fair Neutral 11 (fair complexion with neutral undertones),Fair Neutral,11,RGB,#ECC8A8
144,It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Fair Warm 12 (fair complexion with yellow undertones),https://images.ulta.com/is/image/Ulta/2568654sw?$50px$,Fair Warm 12 (fair complexion with yellow undertones),Fair Warm,12,RGB,#F0CBA7
145,It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Cool 20 (light complexion with red undertones),https://images.ulta.com/is/image/Ulta/2568659sw?$50px$,Light Cool 20 (light complexion with red undertones),Light Cool,20,RGB,#F4CBA8
146,It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Neutral 20.5 (light complexion with subtle neutral pink undertone),https://images.ulta.com/is/image/Ulta/2570828sw?$50px$,Light Neutral 20.5 (light complexion with subtle neutral pink undertone),Light Neutral,20.5,RGB,#EAC1A9
147,It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Warm 21 (light complexion with yellow undertone),https://images.ulta.com/is/image/Ulta/2568655sw?$50px$,Light Warm 21 (light complexion with yellow undertone),Light Warm,21,RGB,#EDC6A1
148,It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Neutral 21.5 (light to medium complexion with subtle neutral pink undertone),https://images.ulta.com/is/image/Ulta/2570829sw?$50px$,Light Neutral 21.5 (light to medium complexion with subtle neutral pink undertone),Light Neutral,21.5,RGB,#E0B78F
149,It Cosmetics,Your Skin But Better Foundation + Skincare,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Neutral 22 (light to medium complexion with neutral undertone),https://images.ulta.com/is/image/Ulta/2568661sw?$50px$,Light Neutral 22 (light to medium complexion with neutral undertone),Light Neutral,22,RGB,#DEB391
