brand,product,description,name,specific,hex,retailer,price_category,lightness
kvd vegan beauty,lock-it foundation,Medium 53 W (medium beige with warm undertone),Medium W 53,53W,#D79662,both,Mid-Range,156.0
kvd vegan beauty,lock-it foundation,Medium 54 C (medium sesame with cool undertone),Medium C,54C,#D0936A,both,Mid-Range,157.0
kvd vegan beauty,lock-it foundation,Medium 55 N (medium camel with neutral undertone),Medium N 55,55,#D2935F,both,Mid-Range,152.0
kvd vegan beauty,lock-it foundation,Medium 56 N (medium almond with neutral undertone),Medium N 56,56,#D28B64,both,Mid-Range,155.0
kvd vegan beauty,lock-it foundation,Medium 57 W (medium golden with warm undertone),Medium W 57,57,#CE8E57,both,Mid-Range,146.0
kvd vegan beauty,lock-it foundation,Medium 58 N (medium honey with neutral undertone),Medium N 58,58N,#D28B64,both,Mid-Range,155.0
kvd vegan beauty,lock-it foundation,Medium 58 W (medium honey with warm undertone),Medium W 58,58W,#D28B64,both,Mid-Range,155.0
kvd vegan beauty,lock-it foundation,Medium 59 N (tan acorn with neutral undertone),Medium N 59,59,#C98960,both,Mid-Range,148.0
kvd vegan beauty,lock-it foundation,Medium 62 W (tan caramel with warm undertone),Medium W 62,62,#CB8758,both,Mid-Range,146.0
kvd vegan beauty,lock-it foundation,Medium 64 N (tan taupe with neutral undertone),Medium N 64,64,#C7855F,both,Mid-Range,147.0
kvd vegan beauty,lock-it foundation,Medium 65 N (tan toffee with neutral undertone),Medium N 65,65N,#C38558,both,Mid-Range,142.0
kvd vegan beauty,lock-it foundation,Medium 65 W (tan toffee with warm undertone),Medium W 65,65W,#C97F50,both,Mid-Range,140.0
kvd vegan beauty,lock-it foundation,Deep 66 C (deep nutmeg with cool undertone),Deep C 66,66,#AA653E,both,Mid-Range,116.0
kvd vegan beauty,lock-it foundation,Deep 67 C (deep cinnamon with cool undertone),Deep C 67,67,#9C552F,both,Mid-Range,102.0
kvd vegan beauty,lock-it foundation,Deep 71 W (deep copper with warm undertone),Deep W 71,71,#A76038,both,Mid-Range,112.0
kvd vegan beauty,lock-it foundation,Deep 74 W (deep chestnut with warm undertone),Deep W 74,74,#93573A,both,Mid-Range,102.0
kvd vegan beauty,lock-it foundation,Deep 76 W (deep hazelnut with warm undertone),Deep W 76,76,#8E5433,both,Mid-Range,96.0
kvd vegan beauty,lock-it foundation,Deep 77 W (deep sienna with warm undertone),Deep W 77,77,#885233,both,Mid-Range,94.0
kvd vegan beauty,lock-it foundation,Deep 78 N (deep sycamore with neutral undertone),Deep N 78,78,#724026,both,Mid-Range,76.0
kvd vegan beauty,lock-it foundation,Deep 79 N (deep pecan with neutral undertone),Deep N 79,79N,#6D3D26,both,Mid-Range,74.0
kvd vegan beauty,lock-it foundation,Deep 79 W (deep pecan with warm undertone),Deep W 79,79W,#6B3D25,both,Mid-Range,72.0
kvd vegan beauty,lock-it foundation,Deep 80 N (deep coffee with neutral undertone),Deep N 80,80,#5A392B,both,Mid-Range,66.0
kvd vegan beauty,lock-it foundation,Deep 81 C (deep espresso with cool undertone),Deep C 81,81,#563629,both,Mid-Range,64.0
kvd vegan beauty,lock-it foundation,Deep 83 C (rich deep cocoa with cool undertone),Deep C 83,83,#513029,both,Mid-Range,61.0
kvd vegan beauty,lock-it foundation,Deep 85 W (rich deep truffle with warm undertone),Deep W 85,85,#462D26,both,Mid-Range,54.0
kvd vegan beauty,lock-it foundation,Deep 87 N (rich deep ebony with neutral undertone),Deep N 87,87,#412A28,both,Mid-Range,52.0
kvd vegan beauty,lock-it powder foundation,Medium 150 (medium sand)  selected,Medium 150,150,#D19A71,both,Mid-Range,161.0
kvd vegan beauty,lock-it powder foundation,Fair 105 (fair porcelain),Fair 105,105,#EDC7B2,both,Mid-Range,208.0
kvd vegan beauty,lock-it powder foundation,Fair 110 (fair alabaster),Fair 110,110,#DAC5BF,both,Mid-Range,204.0
kvd vegan beauty,lock-it powder foundation,Fair 115 (fair vanilla),Fair 115,115,#DAC5BA,both,Mid-Range,202.0
kvd vegan beauty,lock-it powder foundation,Fair 120 (fair linen),Fair 120,120,#DEAE95,both,Mid-Range,186.0
kvd vegan beauty,lock-it powder foundation,Light 125 (light ivory),Light 125,125,#D7A793,both,Mid-Range,181.0
kvd vegan beauty,lock-it powder foundation,Light 130 (light almond),Light 130,130,#E1AC8A,both,Mid-Range,182.0
kvd vegan beauty,lock-it powder foundation,Light 135 (light sesame),Light 135,135,#DAA484,both,Mid-Range,175.0
kvd vegan beauty,lock-it powder foundation,Medium 140 (medium beige),Medium 140,140,#D9A57F,both,Mid-Range,172.0
kvd vegan beauty,lock-it powder foundation,Medium 145 (medium taupe),Medium 145,145,#D29874,both,Mid-Range,163.0
kvd vegan beauty,lock-it powder foundation,Medium 155 (medium bisque),Medium 155,155,#CC8F65,both,Mid-Range,152.0
kvd vegan beauty,lock-it powder foundation,Tan 160 (tan honey),Tan 160,160,#C48855,both,Mid-Range,140.0
kvd vegan beauty,lock-it powder foundation,Tan 165 (tan golden),Tan 165,165,#D18D60,both,Mid-Range,152.0
kvd vegan beauty,lock-it powder foundation,Tan 170 (tan maple),Tan 170,170,#CA8C5C,both,Mid-Range,147.0
kvd vegan beauty,lock-it powder foundation,Tan 175 (tan sienna),Tan 175,175,#D08D5E,both,Mid-Range,151.0
kvd vegan beauty,lock-it powder foundation,Tan Deep 180 (tan-deep acorn),Tan Deep 180,180,#C78459,both,Mid-Range,144.0
kvd vegan beauty,lock-it powder foundation,Tan Deep 185 (tan-deep nutmeg),Tan Deep 185,185,#A16543,both,Mid-Range,114.0
kvd vegan beauty,lock-it powder foundation,Tan Deep 190 (tan-deep cinnamon),Tan Deep 190,190,#A26843,both,Mid-Range,114.0
kvd vegan beauty,lock-it powder foundation,Deep 195 (deep toffee),Deep 195,195,#A4674C,both,Mid-Range,120.0
kvd vegan beauty,lock-it powder foundation,Deep 200 (deep chestnut),Deep 200,200,#9F6240,both,Mid-Range,112.0
kvd vegan beauty,lock-it powder foundation,Deep 205 (deep sycamore),Deep 205,205,#A4633F,both,Mid-Range,114.0
kvd vegan beauty,lock-it powder foundation,Deep 210 (deep pecan),Deep 210,210,#A36244,both,Mid-Range,116.0
kvd vegan beauty,lock-it powder foundation,Rich Deep 215 (rich deep walnut),Rich Deep 215,215,#9D5F48,both,Mid-Range,114.0
kvd vegan beauty,lock-it powder foundation,Rich Deep 220 (rich deep coffee),Rich Deep 220,220,#9C5936,both,Mid-Range,105.0
kvd vegan beauty,lock-it powder foundation,Rich Deep 225 (rich deep coffee),Rich Deep 225,225,#804F3A,both,Mid-Range,93.0
kvd vegan beauty,lock-it powder foundation,Rich Deep 230 (rich deep cocoa),Rich Deep 230,230,#844D38,both,Mid-Range,94.0
kvd vegan beauty,lock-it powder foundation refills,Medium 150 (medium sand)  selected,Medium 150,150,#D19A71,both,Mid-Range,161.0
kvd vegan beauty,lock-it powder foundation refills,Fair 105 (fair porcelain),Fair 105,105,#EDC7B2,both,Mid-Range,208.0
kvd vegan beauty,lock-it powder foundation refills,Fair 110 (fair alabaster),Fair 110,110,#DAC5BF,both,Mid-Range,204.0
kvd vegan beauty,lock-it powder foundation refills,Fair 115 (fair vanilla),Fair 115,115,#DAC5BA,both,Mid-Range,202.0
kvd vegan beauty,lock-it powder foundation refills,Fair 120 (fair linen),Fair 120,120,#DEAE95,both,Mid-Range,186.0
kvd vegan beauty,lock-it powder foundation refills,Light 125 (light ivory),Light 125,125,#D7A793,both,Mid-Range,181.0
kvd vegan beauty,lock-it powder foundation refills,Light 130 (light almond),Light 130,130,#E1AC8A,both,Mid-Range,182.0
kvd vegan beauty,lock-it powder foundation refills,Light 135 (light sesame),Light 135,135,#DAA484,both,Mid-Range,175.0
kvd vegan beauty,lock-it powder foundation refills,Medium 140 (medium beige),Medium 140,140,#D9A57F,both,Mid-Range,172.0
kvd vegan beauty,lock-it powder foundation refills,Medium 145 (medium taupe) OUT OF STOCK,Medium 145,145,#D29A72,both,Mid-Range,162.0
kvd vegan beauty,lock-it powder foundation refills,Medium 155 (medium bisque),Medium 155,155,#CC8F65,both,Mid-Range,152.0
kvd vegan beauty,lock-it powder foundation refills,Tan 160 (tan honey),Tan 160,160,#C48858,both,Mid-Range,142.0
kvd vegan beauty,lock-it powder foundation refills,Tan 165 (tan golden),Tan 165,165,#D18D60,both,Mid-Range,152.0
kvd vegan beauty,lock-it powder foundation refills,Tan 170 (tan maple),Tan 170,170,#CA8C5C,both,Mid-Range,147.0
kvd vegan beauty,lock-it powder foundation refills,Tan 175 (tan sienna),Tan 175,175,#D08D5E,both,Mid-Range,151.0
kvd vegan beauty,lock-it powder foundation refills,Tan Deep 180 (tan-deep acorn),Tan Deep 180,180,#C78459,both,Mid-Range,144.0
kvd vegan beauty,lock-it powder foundation refills,Tan Deep 185 (tan-deep nutmeg),Tan Deep 185,185,#A16543,both,Mid-Range,114.0
kvd vegan beauty,lock-it powder foundation refills,Tan Deep 190 (tan-deep cinnamon),Tan Deep 190,190,#A26843,both,Mid-Range,114.0
kvd vegan beauty,lock-it powder foundation refills,Deep 195 (deep toffee),Deep 195,195,#A4674C,both,Mid-Range,120.0
kvd vegan beauty,lock-it powder foundation refills,Deep 200 (deep chestnut),Deep 200,200,#9F6240,both,Mid-Range,112.0
kvd vegan beauty,lock-it powder foundation refills,Deep 205 (deep sycamore),Deep 205,205,#A4633F,both,Mid-Range,114.0
kvd vegan beauty,lock-it powder foundation refills,Deep 210 (deep pecan),Deep 210,210,#A36244,both,Mid-Range,116.0
kvd vegan beauty,lock-it powder foundation refills,Rich Deep 215 (rich deep walnut),Rich Deep 215,215,#9D5F48,both,Mid-Range,114.0
kvd vegan beauty,lock-it powder foundation refills,Rich Deep 220 (rich deep coffee),Rich Deep 220,220,#9C5936,both,Mid-Range,105.0
kvd vegan beauty,lock-it powder foundation refills,Rich Deep 225 (rich deep coffee),Rich Deep 225,225,#804F3A,both,Mid-Range,93.0
kvd vegan beauty,lock-it powder foundation refills,Rich Deep 230 (rich deep cocoa),Rich Deep 230,230,#844D38,both,Mid-Range,94.0
kvd vegan beauty,true portrait medium coverage shake foundation,Light 002 (near-white with neutral undertone)  selected,Light 002,002,#FEE7DB,both,Mid-Range,236.0
kvd vegan beauty,true portrait medium coverage shake foundation,Light 004 (fair with neutral undertone) OUT OF STOCK,Light 004,004,#ECCAA8,both,Mid-Range,202.0
kvd vegan beauty,true portrait medium coverage shake foundation,Light 006 (fair pink with warm undertone) OUT OF STOCK,Light 006,006,#EEC6A2,both,Mid-Range,200.0
kvd vegan beauty,true portrait medium coverage shake foundation,Light 008 (fair golden with warm undertone) OUT OF STOCK,Light 008,008,#EAC39D,both,Mid-Range,196.0
kvd vegan beauty,true portrait medium coverage shake foundation,Light 010 (fair with cool undertone),Light 010,010,#DFB398,both,Mid-Range,188.0
kvd vegan beauty,true portrait medium coverage shake foundation,Light 012 (light pink with neutral undertone) OUT OF STOCK,Light 012,012,#D6AE8B,both,Mid-Range,176.0
kvd vegan beauty,true portrait medium coverage shake foundation,Light 015 (light golden with warm undertone) OUT OF STOCK,Light 015,015,#E0B087,both,Mid-Range,180.0
kvd vegan beauty,true portrait medium coverage shake foundation,Light 018 (light with cool undertone) OUT OF STOCK,Light 018,018,#D3AB85,both,Mid-Range,172.0
kvd vegan beauty,true portrait medium coverage shake foundation,Light 021 (light with neutral undertone) OUT OF STOCK,Light 021,021,#D8A87D,both,Mid-Range,170.0
kvd vegan beauty,true portrait medium coverage shake foundation,Light 024 (light with warm undertone) OUT OF STOCK,Light 024,024,#DEB186,both,Mid-Range,178.0
kvd vegan beauty,true portrait medium coverage shake foundation,Medium 027 (light-medium with neutral undertone) OUT OF STOCK,Medium 027,027,#D6AE7E,both,Mid-Range,170.0
kvd vegan beauty,true portrait medium coverage shake foundation,Medium 030 (light-medium golden with warm undertone),Medium 030,030,#DAB182,both,Mid-Range,174.0
kvd vegan beauty,true portrait medium coverage shake foundation,Medium 033 (light-medium peach with warm undertone),Medium 033,033,#D3A073,both,Mid-Range,163.0
kvd vegan beauty,true portrait medium coverage shake foundation,Medium 036 (light-medium golden with neutral undertone),Medium 036,036,#D2A275,both,Mid-Range,164.0
kvd vegan beauty,true portrait medium coverage shake foundation,Medium 039 (medium peach with warm undertone),Medium 039,039,#D1966D,both,Mid-Range,159.0
kvd vegan beauty,true portrait medium coverage shake foundation,Medium 042 (medium golden with warm undertone),Medium 042,042,#CF986B,both,Mid-Range,157.0
kvd vegan beauty,true portrait medium coverage shake foundation,Medium 045 (medium peach with neutral undertone),Medium 045,045,#CF9B74,both,Mid-Range,162.0
kvd vegan beauty,true portrait medium coverage shake foundation,Medium 048 (medium golden with neutral undertone),Medium 048,048,#CA9C7B,both,Mid-Range,162.0
kvd vegan beauty,true portrait medium coverage shake foundation,Medium 051 (medium with warm undertone),Medium 051,051,#D19D6F,both,Mid-Range,160.0
kvd vegan beauty,true portrait medium coverage shake foundation,Medium 054 (medium with neutral undertone) OUT OF STOCK,Medium 054,054,#C8996A,both,Mid-Range,153.0
kvd vegan beauty,true portrait medium coverage shake foundation,Tan 057 (medium-tan peach with neutral undertone),Tan 057,057,#C18F60,both,Mid-Range,144.0
kvd vegan beauty,true portrait medium coverage shake foundation,Tan 060 (medium-tan golden with neutral undertone),Tan 060,060,#B88558,both,Mid-Range,136.0
kvd vegan beauty,true portrait medium coverage shake foundation,Tan 063 (medium-tan with warm undertone),Tan 063,063,#B27E56,both,Mid-Range,132.0
kvd vegan beauty,true portrait medium coverage shake foundation,Tan 066 (medium-tan with neutral undertone),Tan 066,066,#AD7A4E,both,Mid-Range,126.0
kvd vegan beauty,true portrait medium coverage shake foundation,Tan 068 (tan peach with warm undertone),Tan 068,068,#A8714B,both,Mid-Range,122.0
kvd vegan beauty,true portrait medium coverage shake foundation,Tan 070 (tan peach with cool undertone),Tan 070,070,#A46748,both,Mid-Range,118.0
kvd vegan beauty,true portrait medium coverage shake foundation,Tan 072 (tan-deep with cool undertone),Tan 072,072,#946243,both,Mid-Range,108.0
kvd vegan beauty,true portrait medium coverage shake foundation,Tan 074 (tan with warm undertone),Tan 074,074,#8A603D,both,Mid-Range,100.0
kvd vegan beauty,true portrait medium coverage shake foundation,Tan 076 (tan-deep with neutral undertone),Tan 076,076,#815538,both,Mid-Range,92.0
kvd vegan beauty,true portrait medium coverage shake foundation,Tan 078 (tan-deep with warm undertone),Tan 078,078,#77533B,both,Mid-Range,89.0
kvd vegan beauty,true portrait medium coverage shake foundation,Deep 080 (deep peach with cool undertone),Caramel,080,#734B35,both,Mid-Range,84.0
kvd vegan beauty,true portrait medium coverage shake foundation,Deep 082 (deep with cool undertone),Deep 082,082,#6D4A39,both,Mid-Range,83.0
kvd vegan beauty,true portrait medium coverage shake foundation,Deep 084 (deep with neutral undertone),Deep 084,084,#644634,both,Mid-Range,76.0
kvd vegan beauty,true portrait medium coverage shake foundation,Deep 086 (deep peach with warm undertone),Deep 086,086,#6E4A36,both,Mid-Range,82.0
kvd vegan beauty,true portrait medium coverage shake foundation,Deep 088 (deep golden with cool undertone),Deep 088,088,#624432,both,Mid-Range,74.0
kvd vegan beauty,true portrait medium coverage shake foundation,Deep 090 (deep bronze with warm undertone),Deep 090,090,#5E3C2C,both,Mid-Range,69.0
kvd vegan beauty,true portrait medium coverage shake foundation,Deep 092 (deep golden with neutral undertone),Deep 092,092,#624432,both,Mid-Range,74.0
kvd vegan beauty,true portrait medium coverage shake foundation,Deep 094 (rich-deep bronze with neutral undertone),Deep 094,094,#5D392C,both,Mid-Range,68.0
kvd vegan beauty,true portrait medium coverage shake foundation,Deep 096 (rich-deep golden with neutral undertone),Deep 096,096,#4F352B,both,Mid-Range,61.0
kvd vegan beauty,true portrait medium coverage shake foundation,Deep 098 (rich-deep with neutral undertone),Deep 098,098,#483329,both,Mid-Range,56.0
lancome,teint idole ultra longwear foundation stick spf 21,500 Suede W  selected,Suede W,500,#AC7A49,both,Mid-Range,122.0
lancome,teint idole ultra longwear foundation stick spf 21,110 Ivoire C OUT OF STOCK,Ivoire C,110,#E0B390,both,Mid-Range,184.0
lancome,teint idole ultra longwear foundation stick spf 21,140 Ivoire N OUT OF STOCK,Ivoire N,140,#DFB58A,both,Mid-Range,180.0
lancome,teint idole ultra longwear foundation stick spf 21,210 Buff N OUT OF STOCK,Buff N,210,#DEB997,both,Mid-Range,186.0
lancome,teint idole ultra longwear foundation stick spf 21,230 Buff W OUT OF STOCK,Buff W,230,#CE9B70,both,Mid-Range,159.0
lancome,teint idole ultra longwear foundation stick spf 21,260 Bisque N OUT OF STOCK,Bisque N 260,260,#E4B68F,both,Mid-Range,186.0
lancome,teint idole ultra longwear foundation stick spf 21,320 Bisque W OUT OF STOCK,Bisque W,320,#DEB387,both,Mid-Range,178.0
lancome,teint idole ultra longwear foundation stick spf 21,330 Bisque N OUT OF STOCK,Bisque N 330,330,#DFAF85,both,Mid-Range,178.0
lancome,teint idole ultra longwear foundation stick spf 21,360 Bisque N OUT OF STOCK,Bisque N 360,360,#D3AB84,both,Mid-Range,172.0
lancome,teint idole ultra longwear foundation stick spf 21,420 Bisque N OUT OF STOCK,Bisque N 420,420,#D1A173,both,Mid-Range,162.0
lancome,teint idole ultra longwear foundation stick spf 21,450 Suede N OUT OF STOCK,Suede N,450,#C69469,both,Mid-Range,152.0
lancome,teint idole ultra longwear foundation stick spf 21,550 Suede C,Suede C,550,#733D18,both,Mid-Range,70.0
laura mercier,flawless fusion ultra-longwear foundation,Cameo (very fair with cool undertones)  selected,Cameo,,#F3CBA6,both,Mid-Range,204.0
laura mercier,flawless fusion ultra-longwear foundation,Shell (fair with cool undertones),Shell,,#E9B684,both,Mid-Range,182.0
